age,occupation_type,income_range,urban_or_rural,credit_score,debt_to_income_ratio,premium_payment_delay_days,policy_lapse_count,annual_income,claim_amount,claim_amount_vs_income_ratio,total_previous_claims,high_value_claim_ratio,claim_frequency_last_3yrs,previous_claim_rejection_count,multi_policy_count,legal_dispute_count,previous_fraud_flag,identity_verification_score,document_mismatch_score,claim_submission_hour,geo_distance_from_registered_address,device_risk_score,IP_address_change_count,claim_submission_weekend_flag,fraud_label
49,salaried,low,urban,706,0.36,4,2,208209,90727,0.44,2,0.08,0.6,2,2,1,0,0.88,0.13,3,134.6,0.12,0,0,0
55,self_employed,low,rural,687,0.25,8,1,325388,170462,0.52,3,0.34,1.7,0,2,0,0,0.67,0.33,1,52.3,0.15,1,0,0
22,self_employed,high,urban,658,0.31,6,3,1835568,86189,0.05,3,0.28,0.8,0,1,0,1,0.81,0.23,0,99.5,0.16,0,0,0
53,salaried,medium,urban,672,0.54,6,0,891621,241461,0.27,2,0.06,3.7,1,1,0,0,0.97,0.06,17,0.0,0.49,0,0,0
46,self_employed,medium,urban,572,0.33,1,0,918562,77540,0.08,5,0.02,1.3,1,1,0,0,0.73,0.16,17,64.9,0.12,0,0,0
64,business,medium,rural,628,0.36,3,1,1000000,226342,0.23,2,0.3,0.8,0,4,0,0,0.91,0.11,0,146.7,0.29,1,1,0
52,retired,low,urban,630,0.64,4,0,292994,306627,1.05,2,0.25,2.4,1,2,0,0,0.64,0.4,6,11.2,0.19,0,0,1
38,self_employed,high,urban,671,0.16,4,0,1291423,78028,0.06,3,0.15,2.1,1,2,0,0,0.68,0.03,20,65.4,0.77,3,0,0
54,salaried,medium,urban,687,0.5,5,0,529515,401752,0.76,0,0.25,1.0,0,5,0,0,0.88,0.53,12,0.0,0.71,1,1,0
50,salaried,low,urban,735,0.46,5,0,447041,155006,0.35,2,0.53,3.1,0,3,0,0,0.87,0.57,3,105.5,0.36,2,0,1
64,business,medium,urban,666,0.52,4,1,623381,522504,0.84,3,0.18,1.7,0,4,0,0,0.76,0.44,0,126.7,0.42,4,0,0
43,retired,low,rural,631,0.29,3,1,383468,178299,0.46,3,0.4,2.5,1,4,1,0,1.0,0.17,11,112.8,0.03,1,0,0
68,self_employed,high,urban,749,0.15,1,1,2059520,348751,0.17,4,0.26,2.2,0,2,0,0,0.7,0.31,10,118.5,0.27,1,0,0
40,self_employed,medium,urban,729,0.63,5,0,1000000,171348,0.17,2,0.3,1.4,0,1,0,0,0.81,0.0,16,91.7,0.64,2,0,0
66,self_employed,high,urban,672,0.05,3,2,1439531,79366,0.06,2,0.37,0.0,1,4,1,0,1.0,0.16,15,0.0,0.88,1,0,0
43,salaried,low,urban,610,0.34,11,0,214230,155165,0.72,3,0.14,1.6,1,1,0,0,1.0,0.0,6,64.7,0.5,1,0,0
60,salaried,high,urban,779,0.28,3,0,1466699,304422,0.21,5,0.07,1.8,0,4,0,0,1.0,0.31,11,68.0,0.41,3,0,0
28,salaried,medium,urban,635,0.44,2,2,731691,6136,0.01,2,0.16,0.7,0,5,0,0,0.85,0.39,14,135.1,0.13,2,1,0
34,self_employed,high,urban,713,0.09,4,0,1538794,5000,0.0,2,0.15,0.6,0,1,0,1,0.76,0.27,13,39.7,0.0,0,0,0
43,self_employed,low,rural,613,0.16,1,1,359910,5000,0.01,2,0.17,1.8,1,2,0,0,0.99,0.0,23,59.0,0.41,5,0,0
66,self_employed,low,rural,724,0.16,5,1,349389,5000,0.01,1,0.49,1.0,0,4,0,0,0.83,0.36,7,9.4,0.97,3,0,0
34,salaried,high,rural,655,0.42,5,1,1548472,161606,0.1,0,0.14,0.8,0,2,0,0,0.78,0.36,10,78.3,0.43,0,0,0
22,student,low,rural,724,0.1,3,1,258786,11500,0.04,2,0.46,1.8,0,3,0,0,0.97,0.05,1,17.7,0.51,1,1,0
24,salaried,low,rural,650,0.08,9,0,450000,105378,0.23,1,0.03,1.2,0,4,1,0,0.84,0.62,22,140.0,0.16,2,0,0
44,self_employed,low,urban,806,0.56,2,0,302408,5000,0.02,0,0.23,0.0,1,4,0,0,0.96,0.49,7,86.7,0.47,3,0,0
56,business,medium,urban,677,0.5,5,0,609911,304402,0.5,3,0.18,0.7,3,5,0,0,1.0,0.38,6,157.8,0.29,0,0,0
29,salaried,high,rural,694,0.44,2,1,2093435,329020,0.16,2,0.46,1.9,2,2,0,0,0.67,0.43,9,33.3,0.3,0,0,0
36,self_employed,medium,rural,723,0.05,4,1,791735,159532,0.2,2,0.79,1.5,1,1,0,0,0.89,0.2,20,34.3,0.47,1,0,0
52,salaried,high,rural,801,0.07,9,1,1319270,245470,0.19,1,0.43,3.4,0,1,0,0,0.83,0.38,19,59.1,0.15,1,1,0
52,salaried,high,urban,663,0.17,4,1,1494300,312831,0.21,2,0.38,0.9,2,1,0,1,0.78,0.11,17,0.0,0.65,0,1,0
47,salaried,medium,rural,615,0.14,5,0,624514,361051,0.58,1,0.08,1.1,0,4,0,0,0.96,0.28,4,110.6,0.62,1,1,0
35,self_employed,medium,urban,677,0.42,7,1,840593,288857,0.34,2,0.24,1.8,0,2,0,0,0.86,0.44,11,0.0,0.16,1,0,0
69,student,medium,rural,557,0.29,6,2,823550,388696,0.47,5,0.05,2.8,1,4,0,0,0.88,0.44,9,17.8,0.04,0,0,1
24,salaried,medium,urban,576,0.42,2,2,638967,134175,0.21,4,0.28,0.9,0,5,0,0,0.79,0.31,14,0.0,0.38,0,0,0
56,salaried,medium,urban,823,0.24,8,0,747132,151801,0.2,2,0.21,2.5,0,1,0,0,0.71,0.22,5,146.1,0.26,0,0,0
45,salaried,high,urban,689,0.05,4,1,1228181,218078,0.18,2,0.31,2.4,0,3,0,0,0.94,0.15,20,17.4,0.1,1,0,0
35,retired,low,rural,682,0.14,5,0,307096,219226,0.71,0,0.25,1.6,1,4,0,1,0.93,0.66,11,2.2,0.4,0,1,0
32,salaried,high,urban,625,0.39,4,1,1390208,178149,0.13,3,0.15,0.0,0,3,0,0,1.0,0.15,23,120.7,0.28,5,0,0
27,business,low,rural,552,0.58,7,1,258255,197718,0.77,3,0.31,1.8,0,3,0,0,0.6,0.42,19,18.9,0.56,5,0,0
56,business,medium,urban,767,0.47,5,0,618726,82771,0.13,2,0.26,2.5,1,1,1,0,0.94,0.42,4,0.0,0.51,3,0,0
44,self_employed,medium,urban,696,0.31,4,2,626515,209800,0.33,2,0.49,1.3,1,4,1,0,0.95,0.27,6,75.7,0.22,0,0,0
26,retired,low,rural,600,0.42,9,2,347726,67219,0.19,1,0.45,1.6,0,4,1,0,0.72,0.41,15,0.0,0.35,0,0,0
68,self_employed,low,urban,639,0.39,5,0,263939,105922,0.4,2,0.22,1.1,2,2,0,0,0.84,0.49,18,78.5,0.39,1,1,0
61,retired,low,urban,628,0.37,7,0,227464,227951,1.0,3,0.23,3.3,2,5,0,1,0.64,0.55,10,48.7,0.33,0,1,1
65,business,medium,urban,709,0.24,7,4,836910,63589,0.08,5,0.38,0.6,0,1,0,0,0.77,0.54,4,83.0,0.52,0,0,0
51,business,low,urban,785,0.32,7,1,252718,386265,1.53,2,0.14,2.4,0,3,0,0,0.76,0.21,14,63.9,0.19,3,1,0
41,retired,medium,urban,579,0.29,6,2,525920,199297,0.38,1,0.39,0.0,0,3,0,0,0.82,0.07,10,29.3,0.44,4,1,0
31,self_employed,low,urban,702,0.32,4,2,262755,153428,0.58,1,0.03,3.1,1,5,0,0,0.9,0.34,23,10.9,0.4,1,1,0
36,salaried,medium,rural,646,0.12,4,2,680880,336903,0.49,0,0.39,0.6,1,2,1,0,0.8,0.01,4,69.6,0.22,1,0,0
34,salaried,high,rural,596,0.35,5,2,1618498,167962,0.1,2,0.06,1.7,0,4,0,0,0.82,0.62,2,77.7,0.27,2,1,1
45,self_employed,medium,urban,613,0.2,3,0,534842,5000,0.01,0,0.59,0.4,0,4,0,0,0.65,0.42,4,45.2,0.89,1,0,0
34,self_employed,low,rural,808,0.23,6,0,214812,399214,1.86,4,0.17,1.6,0,3,0,0,0.9,0.43,17,36.4,0.57,1,0,0
58,salaried,medium,urban,560,0.29,6,0,1000000,134005,0.13,2,0.42,1.3,0,3,0,0,0.99,0.13,3,28.5,0.4,0,1,0
38,retired,low,rural,664,0.6,7,1,229288,35919,0.16,1,0.22,0.8,0,3,0,0,0.79,0.0,20,0.0,0.41,0,0,0
34,student,high,urban,671,0.71,8,0,1000000,91550,0.09,2,0.2,0.0,0,4,0,0,0.96,0.01,13,4.8,0.05,0,0,0
44,salaried,low,urban,640,0.5,7,0,351665,71639,0.2,1,0.03,0.4,1,3,0,0,0.68,0.0,11,119.6,0.02,1,1,0
28,retired,medium,urban,740,0.46,3,1,725327,210913,0.29,0,0.12,1.3,0,1,0,0,0.82,0.15,11,74.3,0.5,1,0,0
65,salaried,medium,rural,727,0.46,10,0,925710,333381,0.36,4,0.36,3.0,2,4,1,0,0.81,0.39,4,54.8,0.7,1,0,0
45,salaried,medium,rural,760,0.49,2,0,750947,5000,0.01,3,0.08,1.2,0,3,0,0,0.77,0.26,2,0.0,0.33,1,0,0
54,self_employed,low,urban,806,0.36,7,1,332673,122382,0.37,5,0.46,2.1,0,2,1,0,0.96,0.18,16,15.1,0.69,2,1,0
65,salaried,high,rural,764,0.51,0,1,1265550,307565,0.24,0,0.11,1.8,0,4,0,0,0.74,0.38,9,73.2,0.39,0,0,0
64,salaried,medium,urban,715,0.59,3,1,785550,319822,0.41,2,0.04,1.8,0,3,0,0,0.96,0.44,3,40.8,0.0,4,0,0
48,business,medium,rural,550,0.34,7,0,670414,331628,0.49,1,0.28,2.2,1,3,0,0,0.75,0.0,5,74.0,0.59,3,1,0
44,business,low,rural,639,0.52,5,2,326555,408272,1.25,1,0.18,0.0,1,4,0,0,1.0,0.38,2,7.4,0.27,2,0,1
38,salaried,low,urban,723,0.55,7,0,150000,157490,1.05,3,0.16,1.2,0,3,0,0,1.0,0.0,7,63.8,0.73,1,0,1
54,business,medium,urban,719,0.6,7,0,573893,274258,0.48,1,0.13,0.2,0,4,0,0,0.79,0.09,5,78.7,0.43,0,0,0
62,retired,low,urban,588,0.62,4,0,363963,253881,0.7,3,0.55,1.0,1,3,1,0,0.73,0.05,12,10.2,0.22,2,0,0
23,retired,medium,rural,641,0.49,1,0,949639,248535,0.26,2,0.41,2.8,1,3,0,0,0.82,0.16,8,144.4,0.53,1,0,0
32,salaried,low,rural,734,0.23,8,2,450000,188115,0.42,2,0.38,1.7,1,3,1,1,0.68,0.16,16,0.0,0.49,2,1,0
56,student,low,rural,657,0.33,7,1,241050,414727,1.72,2,0.19,0.8,0,5,0,0,0.85,0.41,17,70.6,0.02,2,0,0
25,self_employed,low,urban,703,0.6,5,0,279384,132242,0.47,2,0.27,1.0,2,5,0,0,0.86,0.52,14,56.3,0.32,1,0,0
39,self_employed,low,urban,702,0.09,2,1,381892,118947,0.31,2,0.51,1.3,0,2,0,0,0.7,0.15,13,50.6,0.14,1,1,0
32,salaried,medium,rural,669,0.36,5,2,798314,134342,0.17,3,0.06,1.2,1,4,0,1,0.89,0.29,3,4.6,0.96,1,0,1
47,salaried,medium,rural,734,0.5,4,1,1000000,56385,0.06,2,0.44,1.5,0,1,0,0,0.83,0.37,3,192.2,0.29,3,0,1
37,salaried,medium,urban,643,0.39,4,0,578116,28940,0.05,2,0.37,1.3,0,5,0,0,0.9,0.01,8,127.5,0.8,0,0,0
63,business,high,urban,674,0.16,6,0,1423852,229345,0.16,3,0.32,1.7,0,3,0,0,0.86,0.54,18,65.6,0.14,1,0,0
48,self_employed,medium,urban,670,0.27,4,1,893267,171073,0.19,4,0.53,0.5,0,3,0,0,0.66,0.45,8,73.5,0.13,1,0,0
60,business,medium,rural,584,0.57,2,0,848518,281990,0.33,1,0.12,0.5,0,5,1,0,0.87,0.28,3,61.8,0.31,3,0,1
42,self_employed,low,urban,544,0.59,2,1,150000,144671,0.96,0,0.04,2.0,0,1,0,0,0.92,0.43,21,0.0,0.24,1,1,1
30,salaried,low,urban,643,0.09,6,1,378956,405657,1.07,7,0.11,3.1,0,3,0,0,0.97,0.31,15,0.0,0.0,3,0,1
61,retired,high,rural,526,0.32,9,0,1308889,5000,0.0,1,0.23,2.5,0,1,0,0,1.0,0.33,3,128.2,0.85,1,1,1
26,self_employed,low,urban,794,0.12,4,0,260930,245781,0.94,0,0.24,0.0,0,4,0,0,1.0,0.38,6,0.0,0.44,1,0,0
37,self_employed,low,urban,738,0.38,2,1,361891,174619,0.48,3,0.23,2.2,0,5,0,1,0.82,0.37,21,0.0,0.31,1,0,0
32,business,high,rural,695,0.2,2,1,1417621,322807,0.23,2,0.14,2.7,0,4,0,0,0.83,0.0,17,0.0,0.0,2,0,0
26,salaried,low,urban,701,0.38,4,1,413352,161010,0.39,3,0.13,2.1,0,1,0,0,1.0,0.06,1,19.9,0.53,0,0,0
63,business,high,rural,572,0.21,8,0,1506807,164010,0.11,1,0.23,0.8,1,3,0,0,0.88,0.6,22,103.9,0.37,0,1,1
42,salaried,low,urban,867,0.5,2,0,306942,135811,0.44,2,0.11,0.0,0,5,0,0,1.0,0.69,19,88.4,0.31,3,0,0
36,salaried,medium,urban,754,0.26,5,0,848119,177606,0.21,2,0.27,1.5,1,2,0,0,0.88,0.13,13,0.0,0.48,4,0,0
24,business,low,urban,674,0.24,7,1,431841,279895,0.65,2,0.42,3.0,0,4,0,1,0.92,0.41,20,137.9,0.0,4,1,0
45,salaried,low,rural,720,0.2,7,0,194028,292943,1.51,4,0.11,1.2,2,2,0,0,1.0,0.26,21,20.8,0.65,0,1,0
53,self_employed,medium,rural,584,0.14,4,0,619821,137658,0.22,4,0.03,0.0,0,5,0,0,0.89,0.05,19,76.9,0.08,1,0,0
21,salaried,medium,urban,646,0.14,3,0,771900,393357,0.51,2,0.47,2.1,1,5,0,1,1.0,0.43,14,19.4,0.3,3,0,0
35,self_employed,low,urban,694,0.19,6,1,295452,37624,0.13,6,0.11,0.0,0,3,0,0,0.9,0.0,0,0.0,0.5,1,0,0
37,salaried,medium,urban,585,0.32,1,1,718759,294245,0.41,1,0.21,0.0,1,1,1,0,1.0,0.36,16,128.9,0.22,0,0,0
63,self_employed,medium,urban,592,0.16,7,1,610690,5000,0.01,1,0.34,1.0,0,5,0,0,0.96,0.39,4,18.0,0.49,1,0,1
39,salaried,medium,rural,615,0.23,6,0,898845,369362,0.41,2,0.24,1.3,1,4,0,1,0.79,0.22,0,0.0,0.4,0,1,0
39,self_employed,low,urban,652,0.53,7,1,391743,105069,0.27,0,0.39,2.6,0,5,1,0,0.72,0.21,10,30.4,0.66,1,1,0
40,student,medium,urban,779,0.55,3,1,803268,24635,0.03,0,0.25,1.6,1,1,0,0,1.0,0.26,2,60.1,0.18,4,1,0
21,self_employed,low,urban,709,0.12,9,2,284211,271119,0.95,2,0.13,2.2,1,2,0,0,1.0,0.07,15,105.1,0.24,0,1,0
43,business,medium,urban,708,0.58,2,0,548856,655987,1.2,1,0.39,4.1,1,4,0,0,1.0,0.16,13,0.0,0.27,1,0,0
36,salaried,medium,rural,559,0.39,5,0,539710,439052,0.81,1,0.15,1.6,1,2,0,0,0.93,0.65,6,42.7,0.6,2,1,0
44,self_employed,medium,urban,643,0.46,5,0,840114,262399,0.31,9,0.22,1.5,0,4,0,0,0.87,0.23,21,167.1,0.01,1,0,0
40,salaried,medium,rural,578,0.67,9,0,713912,163946,0.23,3,0.31,3.3,0,1,1,0,0.95,0.08,2,17.6,0.33,1,0,1
35,business,low,urban,701,0.43,4,0,348570,321674,0.92,2,0.51,2.8,1,4,0,0,0.88,0.37,2,76.0,0.22,1,0,1
44,business,medium,rural,645,0.05,5,0,792142,144581,0.18,1,0.25,1.2,0,1,1,0,0.83,0.04,22,69.2,0.4,1,1,0
57,salaried,high,urban,771,0.33,4,0,1667124,85546,0.05,1,0.3,2.3,0,3,0,0,0.88,0.4,15,100.2,0.14,0,0,0
61,self_employed,high,urban,669,0.44,3,0,1418156,206107,0.15,4,0.16,0.7,0,4,0,0,0.96,0.28,7,0.0,0.54,0,0,0
53,salaried,low,rural,620,0.39,3,0,243477,212077,0.87,0,0.39,1.9,0,1,0,0,0.85,0.33,9,26.7,0.0,3,1,0
52,self_employed,medium,urban,768,0.34,2,0,759460,294702,0.39,1,0.21,0.0,0,3,0,1,0.73,0.17,12,39.1,0.28,2,1,0
51,student,medium,urban,677,0.1,2,0,656146,59177,0.09,4,0.29,2.3,1,1,0,0,0.76,0.38,0,0.0,0.0,0,0,0
35,self_employed,medium,urban,595,0.6,10,0,741580,5000,0.01,1,0.44,1.3,1,3,0,0,0.83,0.12,11,39.0,0.28,1,0,0
21,salaried,low,urban,554,0.21,7,0,257749,44417,0.17,1,0.28,1.1,1,2,0,0,0.86,0.43,5,96.3,0.38,0,0,0
69,salaried,medium,rural,670,0.26,8,2,717850,179685,0.25,2,0.59,1.4,1,1,0,0,0.92,0.34,23,0.0,0.13,1,0,0
32,salaried,high,urban,713,0.34,7,2,1144892,6863,0.01,1,0.28,2.6,1,5,1,0,0.99,0.27,2,30.3,0.28,3,1,0
55,salaried,medium,urban,688,0.33,2,2,639412,136236,0.21,4,0.15,3.2,1,5,0,0,0.8,0.69,11,0.0,0.22,4,0,0
57,self_employed,high,rural,628,0.36,10,0,1079308,60718,0.06,1,0.22,0.2,0,1,0,0,0.75,0.19,16,48.3,0.07,1,0,0
68,retired,high,urban,679,0.14,7,1,1720543,280201,0.16,4,0.24,0.2,0,1,0,0,0.9,0.48,20,164.0,0.11,2,0,0
50,salaried,medium,rural,606,0.27,5,0,841551,388567,0.46,4,0.13,1.8,1,2,0,0,0.87,0.24,12,64.5,0.34,0,1,0
46,student,high,rural,613,0.29,2,2,1104959,164005,0.15,4,0.14,1.6,0,2,0,0,0.49,0.0,4,86.0,0.39,0,0,0
31,salaried,medium,rural,538,0.28,7,0,658959,254088,0.39,1,0.26,1.5,0,3,0,0,1.0,0.12,22,71.0,0.28,0,0,0
52,self_employed,medium,urban,656,0.41,5,0,737975,5000,0.01,0,0.28,0.0,1,5,0,1,0.91,0.57,1,140.3,0.59,1,1,1
22,self_employed,low,urban,727,0.36,6,0,303894,116919,0.38,2,0.27,2.4,0,3,0,0,0.82,0.12,6,0.0,0.58,1,1,0
30,self_employed,high,urban,668,0.48,6,0,1228783,158721,0.13,2,0.2,0.2,0,2,0,0,1.0,0.18,4,133.7,0.08,1,0,0
66,self_employed,medium,urban,672,0.49,5,2,654750,172669,0.26,0,0.23,0.0,1,4,1,0,0.84,0.45,16,83.0,0.51,4,1,0
42,business,high,urban,803,0.26,14,1,1669475,158665,0.1,3,0.08,3.1,0,4,0,0,0.76,0.45,14,0.0,0.75,1,0,0
29,salaried,low,urban,814,0.34,6,0,305219,119513,0.39,4,0.16,1.2,1,3,0,0,0.8,0.59,16,22.8,0.0,2,0,0
50,salaried,high,urban,635,0.17,5,0,1385935,267901,0.19,2,0.0,0.0,0,4,0,0,0.69,0.32,5,53.1,0.33,1,1,0
45,salaried,low,rural,691,0.4,3,3,363465,22134,0.06,3,0.44,0.7,0,5,0,0,0.78,0.69,21,157.9,0.35,2,0,0
41,self_employed,medium,urban,845,0.24,3,0,1000000,192940,0.19,2,0.32,2.1,0,1,0,0,0.8,0.13,22,0.0,0.49,3,1,0
38,salaried,low,urban,586,0.46,5,0,318418,127993,0.4,1,0.27,0.3,0,5,0,0,0.73,0.65,2,43.1,0.33,2,1,0
40,business,high,urban,558,0.08,4,0,1000000,282001,0.28,0,0.29,1.4,0,3,0,0,0.82,0.65,23,136.6,0.23,0,1,0
60,salaried,medium,urban,624,0.11,5,2,572021,5000,0.01,2,0.17,1.8,1,3,0,0,0.51,0.55,2,156.2,0.58,1,1,1
36,student,medium,urban,646,0.35,5,1,815216,207788,0.25,1,0.41,2.4,0,1,0,0,1.0,0.31,18,0.0,0.15,2,1,0
69,retired,medium,rural,790,0.46,2,0,726646,328278,0.45,2,0.46,1.0,0,2,1,0,1.0,0.16,5,115.7,0.52,2,1,0
59,business,high,urban,609,0.57,5,0,1274732,269522,0.21,2,0.33,0.4,0,1,0,0,0.82,0.28,11,0.0,0.0,0,1,0
55,student,high,urban,598,0.3,4,1,1778634,55912,0.03,2,0.22,2.2,0,2,0,0,0.96,0.43,3,0.0,0.06,2,0,0
49,salaried,medium,rural,900,0.22,3,1,592593,214959,0.36,2,0.05,1.7,0,5,0,0,0.75,0.3,10,51.1,0.0,0,0,0
66,salaried,medium,urban,643,0.33,5,0,621179,5000,0.01,3,0.28,0.7,1,5,1,0,0.81,0.54,8,51.3,0.0,0,0,0
50,salaried,medium,urban,707,0.29,4,1,716608,213361,0.3,3,0.12,2.0,0,5,1,0,0.66,0.27,14,66.4,0.4,1,0,0
68,self_employed,low,rural,705,0.2,2,1,312860,360371,1.15,4,0.17,2.8,1,2,0,0,0.85,0.07,22,44.0,0.35,0,0,0
23,self_employed,low,urban,745,0.31,9,1,315278,367695,1.17,4,0.18,1.1,2,2,0,0,0.83,0.51,14,105.8,0.17,2,0,0
52,self_employed,medium,rural,688,0.36,7,1,828710,144895,0.17,3,0.25,0.4,0,4,0,0,0.84,0.26,12,60.8,0.6,1,0,0
34,salaried,low,urban,613,0.08,2,2,344483,342159,0.99,2,0.37,1.6,0,3,0,0,0.78,0.01,4,161.3,0.25,1,1,1
46,business,medium,urban,691,0.6,6,0,755314,245118,0.32,1,0.3,2.4,1,1,0,0,0.83,0.16,1,41.1,0.26,0,0,0
25,business,low,rural,719,0.34,3,0,248913,276175,1.11,3,0.26,1.9,0,3,0,0,0.85,0.4,10,0.0,0.34,1,1,0
48,salaried,low,urban,673,0.35,7,2,425069,87084,0.2,2,0.07,1.1,0,2,0,0,1.0,0.36,9,4.6,0.49,0,1,0
28,self_employed,low,rural,665,0.26,3,0,398513,409535,1.03,2,0.36,0.0,0,1,0,0,0.99,0.35,9,119.4,0.48,1,0,0
65,salaried,low,urban,765,0.32,4,0,222602,38540,0.17,2,0.43,1.9,0,5,1,0,1.0,0.0,5,0.0,0.24,1,0,0
68,salaried,medium,rural,600,0.16,4,2,705205,156936,0.22,2,0.26,2.7,0,1,2,0,1.0,0.42,15,0.0,0.22,1,0,0
53,salaried,medium,rural,737,0.34,6,0,711626,201863,0.28,1,0.1,2.3,1,5,0,0,0.82,0.18,5,147.2,0.39,0,0,0
56,business,medium,urban,701,0.44,4,1,1000000,286231,0.29,3,0.22,2.5,0,3,2,0,0.9,0.31,1,0.0,0.25,0,1,0
33,self_employed,medium,urban,735,0.27,4,0,585288,163779,0.28,3,0.34,1.4,0,4,0,0,0.89,0.0,12,129.5,0.0,0,0,0
40,salaried,medium,rural,650,0.36,9,0,671761,209833,0.31,4,0.4,0.0,0,2,0,0,0.85,0.44,15,11.9,0.08,0,0,0
38,self_employed,low,rural,737,0.28,7,0,450000,5000,0.01,1,0.14,0.0,1,2,1,0,0.78,0.06,10,0.0,0.3,2,1,0
40,student,high,urban,707,0.15,5,0,1426389,487075,0.34,2,0.61,2.7,0,3,0,0,0.78,0.34,2,0.0,0.31,1,0,0
63,salaried,medium,urban,639,0.4,3,1,855830,5000,0.01,3,0.07,2.3,0,1,1,0,0.77,0.57,1,108.6,0.47,0,0,0
53,retired,high,urban,561,0.62,3,1,1401504,306202,0.22,4,0.07,0.5,0,3,0,0,0.95,0.28,5,52.4,0.0,2,0,0
41,salaried,low,urban,516,0.3,6,2,345306,64593,0.19,2,0.24,1.3,0,2,1,0,0.9,0.44,2,0.0,0.46,1,0,0
66,salaried,high,rural,669,0.45,4,0,1691785,288444,0.17,3,0.24,3.0,1,4,0,1,0.97,0.0,3,13.6,0.27,2,1,0
44,salaried,low,rural,617,0.32,6,1,300044,162313,0.54,2,0.3,0.0,0,5,0,1,0.95,0.3,19,81.5,0.42,1,0,0
48,self_employed,medium,urban,644,0.49,5,2,722963,280518,0.39,2,0.1,0.2,0,4,0,0,0.75,0.33,9,68.6,0.0,1,0,0
25,salaried,low,urban,621,0.26,5,3,371927,5000,0.01,3,0.32,1.4,2,1,0,0,0.74,0.62,14,1.0,0.0,3,0,0
50,retired,low,rural,668,0.4,10,0,337844,212713,0.63,3,0.32,0.8,0,3,0,0,0.78,0.66,1,55.7,0.3,4,1,1
63,salaried,medium,urban,671,0.6,5,2,472517,111885,0.24,0,0.22,1.9,1,3,0,0,0.78,0.52,3,241.2,0.61,1,0,1
44,salaried,high,rural,750,0.42,6,0,1565219,148037,0.09,2,0.03,2.0,0,5,0,0,0.95,0.04,9,0.0,0.04,1,1,0
59,self_employed,low,urban,613,0.18,6,0,296807,45562,0.15,2,0.07,1.9,0,1,0,0,0.87,0.21,6,47.4,0.28,0,0,0
34,salaried,medium,rural,715,0.4,3,0,742013,240079,0.32,1,0.22,2.0,1,3,0,0,0.73,0.63,3,99.9,0.2,2,0,1
56,self_employed,high,rural,594,0.31,5,1,1000000,162338,0.16,0,0.47,2.1,0,1,0,0,0.99,0.42,20,0.0,0.45,1,1,0
56,salaried,medium,urban,476,0.37,3,4,707987,72387,0.1,3,0.07,2.3,0,3,0,0,0.77,0.06,15,0.0,0.21,2,0,0
46,salaried,medium,urban,711,0.46,5,0,881939,285553,0.32,1,0.22,0.3,0,1,0,1,0.86,0.0,23,35.6,0.05,2,0,0
33,self_employed,medium,urban,602,0.42,3,1,881627,5000,0.01,3,0.1,1.3,1,2,0,0,0.74,0.26,9,0.0,0.1,1,0,0
60,business,medium,urban,768,0.37,8,0,742343,250646,0.34,1,0.32,0.9,0,1,0,0,0.74,0.18,17,80.4,0.0,1,0,0
41,self_employed,high,urban,626,0.28,5,0,1204666,143969,0.12,1,0.46,2.1,2,1,1,0,0.73,0.11,3,0.0,0.54,1,0,0
46,salaried,low,urban,651,0.49,2,0,300951,217304,0.72,1,0.08,1.0,0,3,0,0,0.72,0.03,13,88.2,0.36,1,1,0
54,self_employed,high,urban,566,0.36,5,0,1712020,288454,0.17,0,0.17,1.1,0,4,0,0,0.94,0.52,13,0.0,0.34,3,0,0
60,salaried,medium,rural,729,0.38,7,0,828082,142971,0.17,4,0.11,2.0,0,3,0,0,1.0,0.31,1,139.3,0.28,2,0,1
34,student,low,urban,726,0.33,3,0,309301,256689,0.83,4,0.33,2.1,0,3,1,0,0.77,0.3,2,43.7,0.69,0,0,0
41,salaried,high,rural,704,0.37,5,1,1692765,278538,0.16,3,0.37,2.5,0,3,0,0,0.88,0.08,16,66.8,0.39,0,0,0
63,student,low,rural,728,0.28,4,0,161922,97275,0.6,6,0.12,1.9,0,4,0,0,0.94,0.2,22,159.2,0.89,0,0,0
69,self_employed,low,rural,583,0.05,6,0,349754,90896,0.26,1,0.45,1.9,0,1,0,0,0.79,0.16,2,17.6,0.28,2,0,1
67,retired,medium,urban,693,0.44,5,3,708281,46039,0.07,4,0.02,1.6,1,4,0,0,1.0,0.0,2,12.2,0.54,0,1,0
39,business,low,urban,615,0.57,3,0,368271,133712,0.36,0,0.2,1.0,1,4,1,1,0.72,0.1,0,0.0,0.25,1,0,0
32,salaried,high,rural,776,0.5,8,0,1613052,305339,0.19,3,0.44,1.9,1,4,0,0,0.89,0.15,3,74.2,0.3,3,0,0
56,salaried,low,urban,643,0.38,5,0,402258,168510,0.42,3,0.48,0.9,0,5,0,0,0.86,0.35,16,161.4,0.38,1,1,0
50,business,medium,urban,733,0.43,5,1,792545,311802,0.39,3,0.36,1.3,0,1,0,0,0.99,0.21,6,116.6,0.27,3,0,0
64,self_employed,low,rural,723,0.43,4,2,368219,287651,0.78,3,0.18,0.4,2,4,0,0,0.84,0.0,20,163.2,0.15,2,0,0
53,business,high,rural,579,0.56,3,2,1755117,355644,0.2,4,0.16,1.2,1,1,0,0,0.82,0.56,10,0.0,0.23,0,1,0
