age,occupation_type,income_range,urban_or_rural,credit_score,debt_to_income_ratio,premium_payment_delay_days,policy_lapse_count,annual_income,claim_amount,claim_amount_vs_income_ratio,total_previous_claims,high_value_claim_ratio,claim_frequency_last_3yrs,previous_claim_rejection_count,multi_policy_count,legal_dispute_count,previous_fraud_flag,identity_verification_score,document_mismatch_score,claim_submission_hour,geo_distance_from_registered_address,device_risk_score,IP_address_change_count,claim_submission_weekend_flag,fraud_label
25,self_employed,medium,urban,798,0.19,3,2,486946,139394,0.29,3,0.24,1.5,1,4,1,1,0.74,0.62,1,57.9,0.36,0,1,1
67,self_employed,low,urban,688,0.27,4,0,366543,228114,0.62,3,0.26,2.9,0,1,2,0,0.72,0.24,9,91.8,0.34,2,0,0
45,student,high,urban,719,0.63,3,0,1779957,163397,0.09,2,0.06,1.4,0,3,0,0,0.85,0.33,3,0.0,0.76,2,0,0
22,self_employed,low,rural,747,0.4,6,1,353152,171791,0.49,0,0.61,0.0,0,4,0,0,0.88,0.5,23,0.0,0.18,1,0,0
30,self_employed,medium,rural,536,0.5,6,0,865818,5000,0.01,1,0.28,0.7,0,1,0,0,0.78,0.11,0,52.3,0.5,1,0,0
50,business,medium,rural,608,0.59,4,1,687724,126470,0.18,2,0.13,1.3,0,4,0,0,0.77,0.61,16,0.0,0.01,1,0,0
65,self_employed,medium,rural,687,0.38,4,4,824838,5000,0.01,1,0.18,0.0,0,1,0,0,0.84,0.01,11,15.8,0.34,1,1,0
25,salaried,low,rural,788,0.32,3,1,295321,434083,1.47,3,0.05,0.9,1,1,0,0,0.84,0.34,8,7.1,0.21,0,0,0
53,salaried,medium,rural,724,0.13,5,1,631269,283329,0.45,1,0.1,2.2,1,4,0,0,0.77,0.1,17,62.4,0.34,1,1,0
21,salaried,medium,rural,703,0.29,4,0,531583,323461,0.61,0,0.27,2.4,0,4,0,0,0.86,0.01,21,21.5,0.36,1,0,0
38,student,medium,urban,664,0.33,4,2,704489,118646,0.17,1,0.31,1.4,0,2,0,0,0.56,0.12,10,44.4,0.6,2,0,0
52,business,high,rural,709,0.23,4,0,1322560,170521,0.13,3,0.22,1.0,1,3,0,0,0.89,0.17,23,8.6,0.33,0,0,0
67,retired,medium,urban,638,0.58,3,0,918085,24175,0.03,0,0.42,1.7,0,2,0,0,0.94,0.13,9,54.6,0.07,2,1,0
69,self_employed,low,rural,625,0.52,5,0,351427,41565,0.12,4,0.08,1.5,0,4,0,0,0.81,0.44,9,36.7,0.0,1,0,0
31,self_employed,low,urban,631,0.5,3,0,280536,148252,0.53,3,0.16,0.1,0,4,0,0,1.0,0.26,6,0.0,0.16,2,0,0
41,salaried,low,urban,773,0.33,4,0,241191,113406,0.47,0,0.08,1.0,0,3,0,0,0.76,0.39,14,54.2,0.56,2,0,0
46,self_employed,low,rural,621,0.2,7,0,233267,234069,1.0,1,0.42,1.6,0,4,0,0,0.86,0.39,15,57.8,0.44,0,0,1
45,self_employed,medium,urban,652,0.55,1,0,706395,227507,0.32,2,0.13,0.0,0,2,0,0,0.73,0.22,3,85.1,0.21,0,0,0
42,retired,low,rural,712,0.4,5,0,226622,132364,0.58,1,0.37,1.1,0,1,0,1,0.85,0.01,11,78.3,0.15,1,1,0
47,salaried,low,urban,618,0.47,5,1,364718,279571,0.77,2,0.07,1.1,2,1,0,0,0.82,0.42,14,90.3,0.26,1,0,0
69,self_employed,low,urban,695,0.44,6,0,332493,41380,0.12,1,0.19,1.9,0,2,0,0,0.7,0.08,20,23.4,0.0,0,0,0
33,self_employed,low,urban,695,0.4,4,0,367033,29355,0.08,0,0.42,0.2,0,1,0,0,0.9,0.56,16,65.2,0.38,1,0,0
53,self_employed,low,urban,636,0.65,3,2,238149,240738,1.01,1,0.09,1.3,0,1,0,0,0.89,0.45,5,0.0,0.39,2,0,0
54,self_employed,low,urban,661,0.25,5,1,216270,245076,1.13,3,0.59,0.0,1,3,1,0,0.82,0.25,2,0.0,0.67,1,1,1
61,business,medium,urban,613,0.3,6,0,668125,281666,0.42,3,0.27,0.7,1,4,0,0,0.71,0.0,12,0.0,0.5,1,0,0
55,salaried,medium,urban,776,0.6,5,0,709423,7170,0.01,3,0.37,1.2,1,3,0,0,0.94,0.31,1,0.0,0.0,1,0,0
21,business,low,urban,698,0.36,3,0,305728,80180,0.26,0,0.07,0.0,0,2,0,0,0.88,0.65,22,59.6,0.57,0,1,0
41,self_employed,medium,urban,606,0.33,8,1,709536,216124,0.3,1,0.36,0.6,0,3,0,0,1.0,0.21,3,52.1,0.38,0,1,0
68,student,low,rural,688,0.31,7,1,250680,218989,0.87,2,0.05,1.7,0,2,0,0,0.71,0.12,5,0.0,0.25,1,0,0
26,business,low,urban,692,0.45,6,0,335692,407289,1.21,4,0.26,1.9,0,2,0,0,0.85,0.25,10,115.3,0.34,0,0,0
48,salaried,low,urban,522,0.32,1,0,292275,57293,0.2,3,0.12,1.8,1,3,0,0,1.0,0.35,2,46.7,0.36,1,0,0
37,salaried,medium,rural,773,0.3,2,0,884914,436409,0.49,1,0.3,0.0,0,2,1,0,0.96,0.43,9,0.0,0.48,0,0,0
25,retired,medium,urban,610,0.45,1,2,670790,242095,0.36,1,0.46,0.2,0,1,0,0,0.87,0.21,8,106.4,0.18,1,0,0
51,self_employed,low,rural,826,0.36,4,0,298933,319830,1.07,1,0.06,1.1,0,1,0,0,0.72,0.08,18,0.7,0.52,0,1,0
25,student,low,rural,735,0.2,1,0,269326,252970,0.94,3,0.42,0.8,0,1,1,0,0.94,0.62,1,59.2,0.98,0,0,1
58,salaried,high,rural,601,0.35,3,1,1087165,91338,0.08,1,0.1,1.0,2,2,0,0,0.79,0.0,22,58.5,0.04,1,1,0
23,self_employed,low,urban,658,0.56,6,0,289435,113205,0.39,3,0.27,0.5,0,3,0,0,0.8,0.45,18,0.0,0.14,3,1,0
43,business,low,rural,744,0.46,2,1,338590,180369,0.53,0,0.2,2.8,0,2,0,0,1.0,0.38,0,113.9,0.29,0,0,0
57,retired,high,rural,663,0.58,7,2,1274763,5000,0.0,0,0.14,0.2,0,1,0,1,1.0,0.43,20,179.1,0.0,2,0,0
57,salaried,high,urban,762,0.24,8,2,1141729,5000,0.0,0,0.09,1.9,0,4,0,0,0.87,0.11,6,0.0,0.26,1,0,0
30,business,medium,urban,653,0.51,3,1,723233,105841,0.15,1,0.24,2.4,1,1,0,0,0.82,0.05,9,61.8,0.54,0,0,0
30,self_employed,medium,urban,674,0.25,7,0,813849,264027,0.32,0,0.16,0.4,1,1,0,0,0.63,0.28,17,56.7,0.29,2,0,0
39,salaried,low,rural,746,0.17,4,0,234848,101007,0.43,0,0.16,2.5,0,3,0,0,0.91,0.08,4,53.4,0.0,1,0,0
37,self_employed,low,urban,722,0.23,5,0,411436,171585,0.42,4,0.37,2.8,0,1,0,0,0.85,0.05,7,148.7,0.53,1,1,0
41,self_employed,medium,rural,615,0.37,10,0,753796,162172,0.22,3,0.4,0.9,0,2,0,0,0.92,0.14,6,52.4,0.38,3,1,0
34,retired,low,urban,710,0.5,6,0,192395,301053,1.56,5,0.03,1.6,0,1,0,0,0.53,0.24,21,67.6,0.45,2,0,0
29,self_employed,medium,rural,691,0.4,6,0,592291,230964,0.39,3,0.22,0.5,0,4,0,0,0.72,0.4,5,98.7,0.46,3,0,0
66,salaried,high,urban,616,0.33,2,0,1388971,282537,0.2,3,0.38,2.5,1,3,0,0,0.78,0.04,19,140.6,0.52,0,0,0
21,salaried,high,urban,582,0.2,4,2,1466122,319996,0.22,1,0.2,0.0,2,2,0,0,0.86,0.62,9,4.0,0.3,0,0,0
65,salaried,low,urban,544,0.46,9,0,300328,61433,0.2,0,0.06,0.3,0,1,0,0,0.84,0.0,23,30.3,0.38,2,0,0
33,salaried,medium,urban,659,0.49,6,0,650054,5000,0.01,2,0.56,2.0,0,3,0,0,0.78,0.4,5,59.5,0.42,1,1,0
24,business,medium,urban,676,0.39,2,0,608134,130917,0.22,3,0.2,1.8,1,3,0,0,0.86,0.47,11,0.0,0.39,1,0,0
21,salaried,high,urban,715,0.19,5,0,1039901,315954,0.3,2,0.13,1.3,1,4,1,0,1.0,0.5,9,98.8,0.27,3,1,0
69,retired,low,urban,737,0.47,6,0,229354,263221,1.15,0,0.22,2.0,0,1,0,0,0.88,0.21,6,46.7,0.38,2,0,0
60,retired,low,rural,651,0.53,4,2,220690,134665,0.61,2,0.07,0.0,0,3,0,0,0.93,0.17,6,0.0,0.0,2,0,0
52,self_employed,low,rural,674,0.58,8,2,312910,410226,1.31,2,0.37,2.0,0,1,1,0,0.85,0.62,22,34.4,0.47,2,0,1
54,student,low,urban,626,0.28,5,0,251966,273175,1.08,3,0.13,1.4,0,2,0,0,0.82,0.0,15,0.0,0.33,3,1,0
48,business,low,urban,686,0.42,2,1,214579,107748,0.5,2,0.28,1.9,1,2,1,0,0.81,0.13,0,23.0,0.16,3,0,0
51,self_employed,medium,urban,747,0.27,3,0,646796,319832,0.49,0,0.4,0.9,0,3,1,0,0.85,0.05,2,0.0,0.0,3,1,0
28,salaried,medium,rural,687,0.21,7,1,491781,5000,0.01,2,0.24,2.3,0,2,0,0,0.99,0.44,6,87.9,0.34,1,0,0
59,self_employed,low,urban,761,0.59,4,2,331285,219711,0.66,0,0.16,2.1,0,4,0,0,0.99,0.25,3,14.3,0.01,1,0,0
46,self_employed,medium,urban,746,0.43,5,0,728940,116426,0.16,1,0.16,1.0,0,1,0,0,0.96,0.0,4,0.0,0.03,0,0,0
54,student,low,urban,782,0.54,6,0,247405,171870,0.69,1,0.27,0.7,1,2,0,0,0.87,0.08,4,31.8,0.0,1,0,0
23,self_employed,high,rural,689,0.17,11,0,1643189,252609,0.15,3,0.3,1.3,1,2,0,0,0.94,0.17,5,106.4,0.63,3,1,0
32,student,high,urban,642,0.39,7,0,1639854,291027,0.18,1,0.19,0.3,1,1,0,0,0.8,0.36,7,74.8,0.0,2,0,0
21,self_employed,high,rural,723,0.43,7,0,1364516,193439,0.14,3,0.31,0.9,0,4,0,0,0.99,0.0,12,144.1,0.65,1,1,0
64,salaried,high,urban,653,0.23,8,0,1420838,153531,0.11,1,0.54,2.2,0,1,0,0,0.99,0.6,21,0.0,0.64,1,0,0
25,retired,low,urban,721,0.57,5,1,319108,5000,0.02,3,0.06,0.5,0,3,0,0,0.84,0.31,8,0.0,0.21,1,0,0
50,self_employed,low,urban,633,0.31,11,1,405996,5000,0.01,1,0.14,0.3,0,1,0,0,0.75,0.37,7,26.2,0.24,0,1,0
50,salaried,medium,urban,622,0.42,7,0,541168,5000,0.01,2,0.11,2.5,0,4,0,0,0.78,0.31,15,128.9,0.33,0,0,0
37,self_employed,high,urban,765,0.27,3,1,1314887,199955,0.15,2,0.38,1.6,1,1,0,0,0.68,0.4,13,82.9,0.12,2,0,0
68,salaried,low,urban,609,0.17,6,1,297156,290792,0.98,2,0.1,1.5,2,4,0,0,0.79,0.0,15,86.0,0.25,3,1,0
67,self_employed,low,urban,751,0.49,3,1,269757,5000,0.02,2,0.26,1.3,1,4,0,0,0.67,0.55,12,0.0,0.09,3,0,0
43,self_employed,high,urban,721,0.41,4,1,1000000,306350,0.31,1,0.3,0.5,1,2,0,0,0.73,0.51,3,19.5,0.08,1,0,0
35,salaried,low,urban,686,0.39,5,1,250139,346828,1.39,2,0.14,2.6,1,1,0,0,0.9,0.35,5,19.8,0.77,0,0,1
57,retired,medium,rural,547,0.31,11,0,737964,201806,0.27,2,0.59,0.9,0,4,0,0,0.78,0.64,14,61.5,0.41,3,0,0
41,self_employed,medium,urban,783,0.4,5,0,769567,364856,0.47,2,0.04,0.0,0,1,0,0,0.7,0.06,10,83.1,0.46,2,0,0
34,salaried,low,urban,614,0.54,3,0,321915,174799,0.54,2,0.27,0.8,1,2,1,0,0.85,0.07,20,39.2,0.21,2,0,0
22,self_employed,low,urban,746,0.25,5,0,267544,29222,0.11,1,0.13,2.5,0,3,0,0,0.86,0.22,16,0.0,0.14,1,0,0
31,student,medium,urban,631,0.43,7,0,536460,140362,0.26,2,0.13,1.1,0,1,0,0,0.65,0.11,13,0.1,0.03,0,0,0
59,salaried,medium,urban,626,0.38,9,0,805987,372565,0.46,2,0.02,2.4,1,4,0,0,0.9,0.27,19,74.4,0.41,0,0,0
58,salaried,high,urban,726,0.32,11,0,1201700,106422,0.09,1,0.16,1.4,0,4,0,0,0.9,0.48,0,116.2,0.14,0,0,0
54,salaried,low,urban,717,0.1,5,0,220906,230353,1.04,1,0.06,0.7,0,2,0,0,0.66,0.31,1,65.7,0.48,0,0,1
58,salaried,low,urban,599,0.35,7,1,350239,245206,0.7,3,0.19,0.6,1,3,1,0,1.0,0.31,22,15.5,0.17,4,0,1
54,business,medium,rural,780,0.45,3,1,694744,321060,0.46,1,0.52,2.2,1,4,0,0,1.0,0.03,5,5.9,0.49,1,0,0
38,business,medium,urban,665,0.4,5,1,735038,5000,0.01,2,0.17,1.8,0,3,0,0,1.0,0.24,21,23.3,0.46,1,0,0
50,salaried,low,urban,684,0.13,3,0,288654,346204,1.2,3,0.21,0.1,1,4,0,0,0.74,0.22,4,122.1,0.84,1,0,1
35,self_employed,medium,urban,659,0.54,7,2,719056,66583,0.09,0,0.42,1.8,0,4,0,0,0.64,0.19,1,8.6,0.14,1,0,0
47,salaried,low,urban,602,0.6,7,0,316558,361898,1.14,1,0.08,1.0,0,3,0,0,0.72,0.47,3,0.0,0.2,1,1,1
54,retired,low,rural,731,0.33,6,1,326995,136353,0.42,1,0.27,1.0,0,4,0,0,0.97,0.33,12,15.9,0.28,1,0,0
58,retired,low,urban,700,0.7,7,0,387712,136871,0.35,0,0.22,2.6,0,3,0,0,0.85,0.05,3,46.4,0.59,0,0,0
53,salaried,medium,urban,623,0.23,4,0,550650,272444,0.49,7,0.32,3.0,1,2,1,0,0.96,0.25,23,19.7,0.32,1,1,0
44,student,medium,urban,746,0.16,3,0,713698,336454,0.47,0,0.36,0.5,0,3,1,0,0.92,0.44,18,16.0,0.0,3,0,0
35,business,medium,urban,683,0.2,6,0,727769,123368,0.17,0,0.24,0.0,0,2,0,0,1.0,0.31,23,65.1,0.64,0,0,0
50,salaried,medium,rural,685,0.39,1,1,534848,146151,0.27,4,0.02,1.3,0,3,0,0,1.0,0.31,10,0.0,0.01,0,0,0
62,salaried,high,urban,804,0.08,2,0,1115161,107054,0.1,2,0.05,2.2,0,2,0,0,0.85,0.08,7,14.3,0.3,1,0,0
37,self_employed,low,urban,567,0.3,5,2,286296,110981,0.39,1,0.36,1.0,0,3,0,0,0.92,0.44,16,32.0,0.11,1,1,0
25,business,low,urban,566,0.79,6,0,324435,239589,0.74,3,0.14,0.6,0,2,0,1,0.71,0.02,6,62.0,0.12,1,0,0
49,retired,low,urban,582,0.12,4,0,281846,169082,0.6,3,0.17,0.3,0,1,0,1,0.71,0.23,22,5.5,0.05,1,0,0
24,business,low,urban,705,0.27,4,0,332486,330979,1.0,2,0.26,1.3,0,4,1,0,1.0,0.3,6,0.0,0.51,1,0,0
30,student,medium,urban,654,0.19,9,1,985256,96773,0.1,1,0.07,0.0,0,1,0,0,0.78,0.37,3,66.9,0.28,0,1,0
37,self_employed,medium,rural,660,0.31,9,0,724918,270366,0.37,2,0.54,0.9,2,2,0,0,0.96,0.26,3,174.8,0.2,0,1,0
30,business,medium,urban,614,0.3,2,0,628808,265385,0.42,0,0.45,0.9,0,3,0,0,0.7,0.23,10,31.6,0.59,2,0,0
37,business,low,urban,796,0.25,6,0,330498,146225,0.44,1,0.33,1.7,2,1,0,1,0.71,0.0,4,61.8,0.57,4,0,0
40,salaried,low,urban,820,0.33,8,0,319684,149414,0.47,2,0.12,2.0,0,1,0,0,1.0,0.19,6,33.4,0.28,0,1,0
44,self_employed,medium,urban,742,0.44,7,0,691080,238487,0.35,3,0.41,0.8,0,2,1,0,0.85,0.43,13,16.5,0.17,1,0,0
25,business,low,urban,574,0.56,6,1,307129,96933,0.32,2,0.16,0.1,0,2,0,0,0.84,0.37,22,73.5,0.1,0,0,0
54,salaried,medium,rural,645,0.31,5,0,870148,136355,0.16,1,0.09,0.0,0,2,0,1,1.0,0.23,1,23.7,0.37,2,1,0
26,business,high,rural,737,0.35,4,1,1419556,23420,0.02,0,0.42,2.0,1,2,0,0,0.84,0.42,7,0.0,0.0,2,0,0
22,salaried,medium,urban,676,0.42,7,0,906430,70907,0.08,4,0.42,2.5,0,2,0,0,0.84,0.35,21,40.9,0.24,2,1,0
33,self_employed,medium,urban,743,0.16,8,0,532331,55847,0.1,1,0.21,0.1,0,1,0,0,0.88,0.69,9,0.0,0.0,0,1,1
63,business,medium,urban,767,0.33,3,0,754933,67515,0.09,2,0.31,2.9,1,2,0,0,0.86,0.16,13,89.2,0.17,0,1,0
63,salaried,low,urban,813,0.27,2,1,290703,5000,0.02,2,0.35,2.9,0,3,0,0,0.85,0.21,14,85.0,0.73,0,1,0
68,salaried,medium,rural,634,0.49,3,1,995145,5000,0.01,3,0.13,0.4,0,2,0,0,1.0,0.16,10,99.3,0.26,0,1,0
31,salaried,low,urban,685,0.61,6,0,369309,284238,0.77,1,0.25,1.1,0,4,0,1,1.0,0.26,6,0.0,0.62,2,1,0
67,student,low,urban,649,0.23,8,0,326621,163036,0.5,0,0.09,1.9,0,4,0,0,0.79,0.11,18,39.7,0.23,2,0,0
43,salaried,medium,rural,539,0.54,8,3,933101,329497,0.35,0,0.22,1.2,0,4,0,0,0.74,0.26,5,161.9,0.54,1,0,1
36,student,high,urban,729,0.13,5,0,1415054,305586,0.22,3,0.15,0.9,1,3,0,0,0.59,0.4,6,0.0,0.0,0,0,0
51,salaried,low,rural,719,0.38,4,0,303542,124485,0.41,1,0.68,2.2,0,1,0,0,0.79,0.57,21,14.0,0.11,0,1,0
31,retired,medium,rural,641,0.39,4,1,640465,68840,0.11,0,0.27,1.9,0,4,0,0,0.75,0.35,3,38.3,0.62,1,0,0
36,retired,high,urban,568,0.13,3,2,1123985,198213,0.18,2,0.46,0.4,0,1,0,1,1.0,0.59,13,12.9,0.26,0,0,0
28,self_employed,high,urban,653,0.23,6,1,1000000,126721,0.13,1,0.19,1.7,0,4,0,0,0.9,0.1,23,15.6,0.09,3,0,0
24,self_employed,medium,rural,731,0.21,10,0,677445,256364,0.38,2,0.23,1.5,0,2,0,0,0.95,0.52,4,19.6,0.44,4,0,0
60,self_employed,low,rural,773,0.15,10,0,436105,5000,0.01,3,0.1,1.1,0,1,1,0,0.86,0.24,10,0.0,0.28,2,0,0
24,self_employed,high,urban,630,0.05,4,0,1706580,220415,0.13,5,0.07,0.8,0,1,1,0,0.78,0.0,15,0.0,0.49,1,1,0
45,salaried,low,urban,757,0.32,4,0,302978,370794,1.22,2,0.06,0.3,1,3,0,0,0.72,0.0,6,9.0,0.0,0,0,1
23,salaried,medium,urban,723,0.34,5,0,806813,132303,0.16,0,0.34,1.0,0,1,0,0,0.73,0.26,15,0.0,0.24,1,0,0
52,salaried,low,urban,708,0.34,3,3,186128,253626,1.36,3,0.42,0.8,0,2,0,0,0.81,0.0,17,0.0,0.3,0,0,0
23,salaried,medium,urban,589,0.46,5,0,731593,32713,0.04,3,0.25,1.7,0,1,0,0,0.85,0.25,8,40.7,0.63,1,1,0
47,salaried,low,urban,592,0.06,6,0,267120,107932,0.4,2,0.29,2.4,0,4,1,0,0.97,0.29,7,12.0,0.45,1,1,0
49,self_employed,medium,urban,621,0.29,4,0,610022,74655,0.12,2,0.19,0.9,1,1,0,1,0.76,0.26,13,0.0,0.05,1,1,0
52,retired,low,urban,657,0.73,4,1,268778,363940,1.35,3,0.13,1.5,1,3,0,0,0.81,0.13,7,29.4,0.44,1,1,0
39,salaried,low,rural,806,0.48,5,0,240055,415420,1.73,0,0.49,0.4,0,3,0,0,0.97,0.73,5,24.3,0.0,0,1,1
41,self_employed,medium,rural,633,0.48,4,0,663950,121065,0.18,2,0.0,1.1,0,4,0,0,0.82,0.3,10,73.4,0.01,0,0,0
25,salaried,high,urban,733,0.2,4,1,1034295,336159,0.33,2,0.12,1.8,0,2,0,0,0.9,0.39,19,50.7,0.47,1,0,0
38,business,high,urban,647,0.32,5,2,1520420,250049,0.16,3,0.25,1.1,1,1,0,0,1.0,0.43,12,30.1,0.45,1,0,0
48,student,low,urban,713,0.05,4,1,322831,133888,0.41,0,0.2,0.9,0,1,0,0,0.93,0.0,20,0.0,0.11,2,0,0
62,student,medium,urban,675,0.44,2,2,761203,370887,0.49,1,0.44,0.9,1,3,0,0,0.8,0.42,21,29.8,0.01,1,1,0
42,retired,medium,rural,692,0.56,4,1,730702,110414,0.15,2,0.1,1.5,0,1,0,0,0.9,0.4,21,0.0,0.49,3,0,0
41,salaried,low,urban,705,0.13,2,0,285016,102529,0.36,3,0.41,1.1,0,4,0,0,0.93,0.15,0,149.4,0.49,2,1,0
26,business,low,rural,662,0.18,5,0,333634,57018,0.17,2,0.35,0.4,2,4,0,0,0.86,0.35,0,0.0,0.39,1,0,0
21,business,medium,urban,706,0.35,10,1,658140,286510,0.44,1,0.46,2.2,0,3,0,0,0.97,0.34,8,44.0,0.29,3,0,0
25,salaried,high,urban,766,0.37,1,1,1689232,65783,0.04,1,0.2,0.7,1,4,0,0,1.0,0.4,4,14.2,0.11,0,0,0
61,retired,medium,urban,627,0.27,4,0,633147,162654,0.26,2,0.13,2.3,2,4,1,0,0.86,0.52,6,33.0,0.42,2,0,0
32,salaried,medium,urban,763,0.23,2,1,688760,138379,0.2,3,0.19,0.1,0,4,0,0,1.0,0.37,14,45.7,0.07,2,0,0
46,self_employed,medium,urban,661,0.23,4,0,754029,117126,0.16,0,0.22,3.1,0,2,0,0,0.72,0.12,5,0.0,0.09,2,0,0
66,salaried,low,rural,654,0.34,2,0,306874,152722,0.5,0,0.58,2.4,0,3,0,0,0.85,0.16,19,76.0,0.08,1,1,0
54,salaried,medium,rural,728,0.44,3,0,816440,129766,0.16,1,0.36,0.2,0,4,0,0,0.72,0.23,0,85.3,0.51,0,0,0
69,business,medium,rural,656,0.34,8,0,676316,370215,0.55,2,0.07,1.2,0,4,0,0,0.81,0.1,5,24.8,0.44,2,1,0
34,self_employed,low,rural,702,0.33,5,0,285389,232994,0.82,3,0.1,1.3,0,4,0,0,1.0,0.06,10,72.1,0.02,1,0,0
46,salaried,high,rural,695,0.09,2,2,1776587,190714,0.11,4,0.16,0.6,0,4,0,0,0.72,0.25,14,135.6,0.04,2,0,0
65,salaried,low,urban,534,0.48,4,0,227963,130238,0.57,2,0.05,2.4,0,2,1,0,0.76,0.0,21,62.2,0.82,1,0,0
47,business,high,urban,709,0.34,3,1,1752333,29451,0.02,2,0.25,2.0,1,1,0,0,1.0,0.12,17,61.1,0.67,2,1,0
29,salaried,medium,rural,579,0.28,7,0,643337,104651,0.16,3,0.29,2.1,1,1,0,0,0.79,0.29,21,0.0,0.0,2,0,0
46,salaried,low,urban,584,0.39,10,0,296408,177237,0.6,1,0.38,2.0,1,3,0,0,1.0,0.44,9,85.1,0.46,1,0,0
67,student,medium,rural,705,0.22,7,1,630309,172569,0.27,0,0.17,0.7,0,2,0,0,0.82,0.24,23,21.9,0.0,2,0,0
42,business,medium,urban,717,0.29,6,0,586394,198189,0.34,4,0.07,1.5,1,3,0,0,0.93,0.0,9,85.8,0.11,0,1,0
67,salaried,low,urban,764,0.37,1,0,357645,355504,0.99,5,0.1,1.7,0,1,0,0,0.75,0.24,17,52.6,0.0,1,1,1
50,business,medium,rural,603,0.25,4,2,692684,126197,0.18,3,0.61,0.2,0,3,0,0,0.88,0.14,7,0.0,0.06,4,0,0
63,business,medium,urban,628,0.1,4,0,607360,349210,0.57,5,0.27,0.8,1,1,0,0,0.56,0.26,5,25.2,0.34,1,0,0
68,student,medium,urban,712,0.08,8,2,712372,155626,0.22,1,0.17,1.6,0,3,1,0,0.85,0.44,22,102.1,0.42,2,0,0
37,self_employed,low,rural,765,0.42,8,1,303991,203927,0.67,0,0.29,0.0,0,2,0,0,0.75,0.23,14,207.4,0.11,3,1,0
46,salaried,medium,rural,693,0.35,4,0,677352,168049,0.25,0,0.04,1.4,0,2,0,0,0.71,0.29,0,0.0,0.58,2,0,0
56,salaried,low,urban,618,0.34,3,0,248125,339360,1.37,0,0.63,1.1,1,4,0,0,0.83,0.4,18,0.0,0.27,0,0,0
21,salaried,medium,rural,785,0.18,6,0,838945,79158,0.09,2,0.34,0.0,1,2,1,0,0.61,0.44,17,37.9,0.56,1,0,0
28,self_employed,low,rural,661,0.35,2,0,321937,275568,0.86,0,0.25,1.9,0,3,0,1,0.84,0.13,3,53.7,0.05,0,0,0
69,salaried,high,rural,663,0.29,2,1,1699903,389228,0.23,2,0.17,2.8,0,1,0,0,1.0,0.35,22,71.7,0.0,1,0,0
55,self_employed,medium,rural,579,0.26,4,0,686041,167558,0.24,1,0.37,1.0,0,3,1,0,0.73,0.23,7,95.3,0.48,0,0,0
35,salaried,medium,urban,730,0.34,4,0,754981,5000,0.01,1,0.3,0.7,0,1,0,0,0.8,0.16,7,64.8,0.0,1,0,0
67,salaried,medium,urban,739,0.39,9,1,498036,45329,0.09,0,0.34,1.4,1,4,0,0,0.81,0.0,23,0.0,1.0,1,0,0
42,student,low,urban,630,0.61,5,1,284626,128222,0.45,1,0.28,1.7,0,4,0,0,0.98,0.53,4,59.7,0.0,0,1,0
34,self_employed,low,urban,802,0.43,7,1,194117,227638,1.17,2,0.32,0.2,0,2,0,0,0.88,0.81,15,0.0,0.63,0,0,1
46,salaried,high,urban,638,0.48,5,1,1318901,337987,0.26,2,0.04,1.8,0,4,1,0,0.8,0.12,10,0.0,0.71,2,0,0
48,business,high,urban,723,0.52,2,2,1549888,167797,0.11,1,0.22,1.3,0,4,0,0,0.79,0.35,10,106.6,0.5,0,0,0
43,salaried,low,urban,695,0.24,7,1,290279,127130,0.44,1,0.36,0.0,0,2,0,0,0.87,0.16,13,95.9,0.42,2,1,0
34,business,medium,urban,538,0.3,3,0,532757,259913,0.49,3,0.11,0.7,0,3,0,1,0.92,0.41,10,0.0,0.15,0,1,0
44,business,medium,urban,718,0.21,9,0,727852,160312,0.22,3,0.36,1.2,3,1,0,0,0.91,0.26,12,105.5,0.44,0,0,0
22,salaried,medium,rural,711,0.25,6,1,716664,183138,0.26,3,0.08,0.8,3,1,0,0,0.97,0.54,21,48.3,0.3,2,0,0
65,business,low,urban,556,0.29,4,0,280817,121937,0.43,5,0.69,1.4,1,1,0,1,0.96,0.31,7,97.0,0.0,0,0,0
46,self_employed,low,urban,786,0.24,5,0,316332,376395,1.19,0,0.23,1.2,0,3,0,0,0.78,0.0,13,0.0,0.0,0,0,0
34,self_employed,low,urban,712,0.38,3,0,271610,202701,0.75,2,0.58,0.6,0,4,0,0,1.0,0.0,19,5.8,0.17,0,1,0
27,salaried,high,urban,766,0.41,3,1,2195167,321391,0.15,2,0.28,2.6,0,1,0,1,1.0,0.2,0,1.2,0.41,1,0,0
23,salaried,medium,rural,559,0.15,6,0,736635,224858,0.31,1,0.21,0.0,0,4,0,0,1.0,0.0,20,28.1,0.88,1,0,0
67,retired,medium,urban,651,0.3,2,2,450000,314439,0.7,2,0.4,0.6,1,4,0,0,1.0,0.28,18,45.1,0.21,1,0,0
43,salaried,high,urban,762,0.3,7,0,1403621,282107,0.2,1,0.25,2.1,0,4,0,0,0.95,0.28,4,0.0,0.11,0,0,0
66,self_employed,medium,urban,570,0.13,9,1,744824,281239,0.38,2,0.13,1.8,1,4,1,0,1.0,0.05,23,10.0,0.34,1,0,0
63,self_employed,high,urban,653,0.24,4,1,1572729,235799,0.15,2,0.23,1.2,1,3,0,0,0.74,0.37,3,12.6,0.41,0,0,0
